query6: Se desea un listado de todas las parejas de productos que aparezcan en más de un carro de la compra
 productcode | productcode | cestas 
 S12_1666    | S18_4668    |     21
 S700_2466   | S32_1374    |     11
 S24_2887    | S24_1937    |     11
 S10_1678    | S18_1889    |      2
 S24_3816    | S700_3962   |     12
 S18_3259    | S18_2238    |      4
 S10_4962    | S18_2949    |     11
 S12_4473    | S18_4600    |      9
 S32_2206    | S24_2000    |      3
 S12_1108    | S18_4522    |      8
 S24_2766    | S24_2972    |      3
 S700_4002   | S24_2000    |      6
 S18_4721    | S50_4713    |     14
 S10_4757    | S32_2509    |      2
 S12_3990    | S18_4721    |     14
 S32_1374    | S32_4289    |     18
 S12_1099    | S10_4698    |      3
 S18_3685    | S18_3278    |      2
 S12_1666    | S32_1268    |     12
 S18_2432    | S32_2509    |     15
 S24_3856    | S18_3232    |     19
 S12_1108    | S32_3522    |      2
 S700_2834   | S24_4278    |     24
 S700_3505   | S18_3259    |     13
 S12_3990    | S50_4713    |      7
 S12_2823    | S50_4713    |     16
 S18_3029    | S700_2834   |      2
 S18_2238    | S50_1392    |     22
 S18_2625    | S32_4289    |      6
 S18_2795    | S24_3432    |      4
 S10_2016    | S700_2047   |      2
 S18_3320    | S12_1666    |      7
 S700_3167   | S700_2466   |     22
 S24_4278    | S700_4002   |     15
 S10_4698    | S32_4485    |      7
 S12_4473    | S12_3148    |      9
 S18_3259    | S12_1108    |     14
 S700_1938   | S72_3212    |     18
 S24_3151    | S18_1662    |      5
 S18_1589    | S24_2766    |     12
 S18_2581    | S700_1138   |      2
 S18_3320    | S700_2824   |      5
 S18_3278    | S24_2000    |      3
 S32_2206    | S10_1678    |      8
 S18_4027    | S24_1444    |     16
 S18_2319    | S24_2300    |     19
 S24_2766    | S24_1628    |     15
 S12_4675    | S24_1578    |      3
 S18_1129    | S24_3371    |     11
 S24_3420    | S700_4002   |     18
 S10_4757    | S700_1938   |      7
 S24_1937    | S18_1367    |     15
 S18_3320    | S24_3191    |      2
 S18_3232    | S18_3259    |      2
 S10_2016    | S18_2625    |     26
 S18_2432    | S18_4668    |      8
 S12_1108    | S24_4048    |     11
 S50_4713    | S18_4721    |     14
 S24_3420    | S32_4289    |      7
 S18_3232    | S700_2824   |      7
 S32_4485    | S18_3482    |     10
(3154 filas)

